date,ave_flot_air_flow,ave_flot_level,iron_feed,starch_flow,amina_flow,ore_pulp_flow,ore_pulp_pH,ore_pulp_density
2017-06-20 22:00:00,0.9209169445823848,0.2596236870025755,0.2891566265060324,0.5618626602930418,0.6900008568559682,0.53248567693137,0.560074055898856,0.61670772318024
2017-06-01 00:00:00,0.9168314955516732,0.6180396866709245,0.921909861668898,0.5474956027883419,0.5253817643848225,0.5662031112740774,0.4891020187247959,0.5867755596898456
2017-06-08 02:00:00,0.9260367438886848,0.17778767214882166,0.921909861668898,0.5289285278229386,0.3852013809303058,0.5652277230505646,0.5280432949899591,0.2214941570774869
2017-07-30 04:00:00,0.4707910706016894,0.16919234193152116,0.6287371709058361,0.4749816111833623,0.6371464137114864,0.7208208085538206,0.6889724777727635,0.679783282569198
2017-05-01 06:00:00,0.9256595548805342,0.2713234541175309,0.4939759036144537,0.3320232067775565,0.5518586419357983,0.585233730758754,0.5802053175681144,0.8051327193610811
2017-06-22 23:00:00,0.9184535380421236,0.21892212154073767,0.2927264614011665,0.3523448211760455,0.5974694356013469,0.5846267503999754,0.305260660170885,0.8124302889271685
2017-06-08 06:00:00,0.9264170769703367,0.17982250066939873,0.921909861668898,0.4434941857165599,0.4354648166310633,0.48691346175755773,0.5790648556092299,0.505901286349383
2017-05-22 18:00:00,0.9284610740868714,0.2598110561112845,0.921909861668898,0.486494597822527,0.5612499494466248,0.3897308751935173,0.719504429614251,0.4562319128114565
2017-05-22 09:00:00,0.9228930696360582,0.2591215377912364,0.921909861668898,0.30554279328365236,0.6604408885023456,0.38984934996940435,0.6986096078148682,0.556608037953802
2017-04-28 06:00:00,0.5706307907331423,0.4541492493738493,0.430165104863907,0.30361904904207354,0.6079095224288565,0.5069377275648287,0.3411171779015206,0.7542612169847012
2017-06-12 13:00:00,0.929922868640688,0.4725447457108433,0.921909861668898,0.6181549627667864,0.6871533838483723,0.59237548762746,0.5391627410148242,0.5951687275200422
2017-07-11 15:00:00,0.9253578236363844,0.6511347273644087,0.4649709950914809,0.5332164410255549,0.5848767920089619,0.4535559148334179,0.46337414238105346,0.7054931866995128
2017-05-16 07:00:00,0.03676225407012966,0.01569980876213674,0.921909861668898,0.5273401078783864,0.2492190145672139,0.5574440925670874,0.3667127611226288,0.3159698847847554
2017-07-12 19:00:00,0.02708444649545948,0.6121688608944331,0.39982150825524004,0.6697956565951235,0.2617851092791192,0.697471540045759,0.6576240020927029,0.6362379531055183
2017-04-28 18:00:00,0.9309308186800663,0.26101047231842917,0.5002231146809418,0.36045378734188177,0.38024812842709854,0.5484310834158489,0.5702310084785872,0.26825207028854786
2017-07-12 09:00:00,0.11746857467345073,0.6206015914987523,0.419901829540384,0.5118989913528638,0.4020370803962463,0.5185101164642745,0.3894425547376137,0.6339334693069173
2017-05-12 21:00:00,0.03298277828749061,0.2632046083592374,0.4123159303882173,0.7687860937689778,0.4442577044928578,0.6589575002205923,0.5296303478676618,0.609828730934283
2017-06-12 08:00:00,0.9222686466577642,0.5914174452512131,0.921909861668898,0.721362985556022,0.5920057308311786,0.36540459551968923,0.6490717859972815,0.4756816332979576
2017-05-28 03:00:00,0.9272232074345647,0.5016743205965218,0.921909861668898,0.5031012844611992,0.334803638300249,0.3794414220523624,0.5144369066748269,0.44670925062532363
2017-05-28 13:00:00,0.9378693397413204,0.6322994076015072,0.921909861668898,0.6632624959753386,0.15368573983192352,0.6405565822846159,0.7884109692702007,0.32533286372097175
2017-06-03 18:00:00,0.4792837121846228,0.6137981009613998,0.921909861668898,0.5513950588464537,0.3081289251361974,0.5548839013478198,0.36892025016174257,0.13392895286439632
2017-07-07 15:00:00,0.924762196378877,0.37425729846752165,0.12672913877733483,0.7082292041459158,0.5986323919962758,0.6860314209303254,0.6696068669063305,0.6274019964610108
2017-05-19 17:00:00,0.9189368270544168,0.2774288042913866,0.921909861668898,0.5510949468923527,0.6304011399295344,0.5501505906087137,0.6103889110706455,0.5565233540300042
2017-05-21 08:00:00,0.9288532348735947,0.2615263196125058,0.921909861668898,0.633973329325539,0.6259421949226407,0.5309430704312587,0.6066999481252782,0.4822454178175042
2017-07-02 17:00:00,0.9289514497410201,0.21995721328843182,0.44132083891120727,0.8003981887022699,0.6264920354695859,0.4872680746141918,0.7919174919852139,0.6916806981928275
